('</s>', '<s>'): 3914
('the', 'doorknob'): 1
('doorknob', 'of'): 1
('the', 'adjoining'): 1
('adjoining', 'room'): 1
('although', 'tidy'): 1
('tidy', ','): 1
('not', 'especially'): 1
('especially', 'clean'): 1
('was', 'dusty'): 1
('dusty', ')'): 1
('a', 'queen'): 1
('queen', 'but'): 1
('really', 'a'): 1
('quite', 'low'): 1
('were', 'hard'): 1
('hard', '.'): 1
('so', 'little'): 1
('space', 'in'): 1
('to', 'approach'): 1
('approach', 'the'): 1
('the', 'desk/table'): 1
('desk/table', 'sideways'): 1
('sideways', '.'): 1
('although', 'there'): 1
('wireless', '('): 1
('plus', ')'): 1
('kept', 'getting'): 1
('getting', 'kicked'): 1
('kicked', 'out'): 1
('no', 'lie'): 1
('lie', ','): 1
(',', 'reconnect'): 1
('reconnect', 'on-line'): 1
('on-line', 'a'): 1
('a', 'record'): 1
('record', '16'): 1
('16', 'times'): 1
('top', 'it'): 1
('television', 'stopped'): 1
('stopped', 'working'): 1
('working', 'just'): 1
('little', 'before'): 1
('before', 'midnight'): 1
('midnight', '.'): 1
('only', 'there'): 1
('evening', '('): 1
('even', '12'): 1
('12', 'hours'): 1
('hours', ')'): 1
('enough', 'for'): 1
('star', 'boutique'): 1
('at', 'better'): 1
('better', '2'): 1
('star', 'properties'): 1
('positive', 'side'): 1
('is', 'reasonably'): 1
('reasonably', 'good'): 1
('really', 'vibrant'): 1
('vibrant', '.'): 1
('a', 'martini'): 1
('although', 'as'): 1
('guest', 'was'): 1
('it', 'being'): 1
('being', 'unsually'): 1
('unsually', 'smokey'): 1
('smokey', ')'): 1
('looked', 'interesting'): 1
('interesting', '.'): 1
('overall', 'though'): 1
('best', 'stay'): 1
('has', 'become'): 1
('become', 'my'): 1
('there', 'at'): 1
('least', '5'): 1
('5', 'times'): 1
('times', 'now'): 1
('anything', 'other'): 1
('have', 'guessed'): 1
('guessed', '-'): 1
('a', 'super'): 1
('super', 'rock'): 1
('roll', 'theme'): 1
('theme', ','): 1
('music', 'paraphanelia'): 1
('paraphanelia', 'in'): 1
('floor', "'s"): 1
("'s", 'elevator'): 1
('elevator', 'lobby'): 1
('rooms', 'all'): 1
('all', 'have'): 1
('have', 'large'): 1
('large', 'photo'): 1
('photo', 'murals'): 1
('murals', 'that'): 1
('are', 'themed'): 1
('themed', 'to'): 1
('different', 'musicians'): 1
('musicians', '.'): 1
('request', 'being'): 1
('your', 'favorite'): 1
('favorite', 'band'): 1
('band', '('): 1
('like', 'kiss'): 1
('kiss', ','): 1
(',', 'aerosmith'): 1
('aerosmith', ','): 1
('and', 'luxurious'): 1
('luxurious', 'sheets'): 1
('and', 'wonderous'): 1
('wonderous', 'pillows'): 1
('large', 'tv'): 1
('tv', 'has'): 1
('cool', 'sound'): 1
('that', 'ramps'): 1
('ramps', 'up'): 1
('the', 'viewing'): 1
('viewing', 'experience'): 1
('spacious', 'desk'): 1
('desk', 'in'): 1
("'ve", 'always'): 1
('windows', 'and'): 1
('hotel', 'sits'): 1
('sits', 'right'): 1
('michigan', '-'): 1
('the', 'canal'): 1
('canal', ')'): 1
('are', 'furnished'): 1
('with', 'absolutely'): 1
('absolutely', 'great'): 1
('great', 'fixtures'): 1
('fixtures', 'sporting'): 1
('sporting', 'a'): 1
('great', 'design'): 1
('design', '...'): 1
('...', 'some'): 1
('the', 'showers'): 1
('showers', 'have'): 1
('in', 'side'): 1
('them', '('): 1
('can', 'shower'): 1
('or', 'close'): 1
('the', 'waterproof'): 1
('waterproof', 'drapes'): 1
('drapes', '.'): 1
('but', 'a'): 1
('here', '...'): 1
('...', 'front'): 1
('etc', 'are'): 1
('all', 'great'): 1
('bar', 'that'): 1
('that', 'still'): 1
('still', 'feels'): 1
('feels', 'intimate'): 1
('intimate', 'and'): 1
('has', 'nice'): 1
('nice', 'energy'): 1
('energy', '.'): 1
('<s>', 'big'): 1
('big', 'screen'): 1
('tv', 'to'): 1
('to', 'catch'): 1
('catch', 'the'): 1
('the', 'latest'): 1
('latest', 'scores'): 1
('scores', ','): 1
(',', 'rock'): 1
('roll', 'music'): 1
('music', 'pumps'): 1
('pumps', 'thru'): 1
('thru', 'the'): 1
('can', 'stay'): 1
('``', 'plain'): 1
('plain', '``'): 1
('hotel', 'anywhere'): 1
('anywhere', '...'): 1
('well', 'designed'): 1
('designed', ','): 1
(',', 'fun'): 1
('and', 'memorable'): 1
('memorable', 'hotel'): 1
("'ll", 'want'): 1
('return', 'back'): 1
('one', 'concern'): 1
('concern', '-'): 1
('the', 'rather'): 1
('rather', 'crazy'): 1
('crazy', 'charge'): 1
('parking', 'your'): 1
('car', 'overnight'): 1
('overnight', '.'): 1
('my', 'daily'): 1
('daily', 'car'): 1
('car', 'parking'): 1
('parking', 'rate'): 1
('50', 'per'): 1
("'m", 'sorry'): 1
('sorry', 'to'): 1
('rate', 'in'): 1
('be', 'cool'): 1
('<s>', 'did'): 1
('had', 'reserved'): 1
('reserved', '('): 1
('queens', ')'): 1
(')', '``'): 1
('they', 'then'): 1
('then', 'squeezed'): 1
('squeezed', '3'): 1
('3', 'adult'): 1
('adult', 'ladies'): 1
('ladies', 'into'): 1
('into', '2'): 1
('2', 'singles'): 1
('singles', 'and'): 1
('a', 'blow-up'): 1
('blow-up', 'bed'): 1
('to', 'pile'): 1
('pile', 'furniture'): 1
('furniture', 'on'): 1
('of', 'tables'): 1
('tables', 'to'): 1
('very', 'unsatisfactory'): 1
('unsatisfactory', '!'): 1
('will', 'tell'): 1
('tell', 'people'): 1
('people', 'going'): 1
('your', 'hotel'): 1
('i', 'next'): 1
('visit', 'paris'): 1
('paris', 'nextspring'): 1
('nextspring', ','): 1
('i', 'intend'): 1
('intend', 'to'): 1
('stop', 'at'): 1
('your', 'world'): 1
('world', 'headquarters'): 1
('headquarters', 'to'): 1
('tell', 'them'): 1
('them', 'what'): 1
('chicago', 'facility'): 1
('spend', 'three'): 1
('first', 'walked'): 1
('lobby', 'we'): 1
('we', 'almost'): 1
('almost', 'fell'): 1
('fell', 'over'): 1
('over', 'at'): 1
('at', 'its'): 1
("'", 'beauty'): 1
('beauty', '.'): 1
("'s", 'like'): 1
("'", 'an'): 1
('old', 'city'): 1
("'s", 'there'): 1
('for', 'sleeping'): 1
('sleeping', 'and'): 1
('and', 'showering'): 1
('showering', '.'): 1
(',', 'lounges'): 1
('and', 'shops'): 1
('shops', 'were'): 1
('all', 'wonderfull'): 1
('wonderfull', '.'): 1
('be', 'affraid'): 1
('affraid', 'to'): 1
('anywhere', 'other'): 1
('hilton', '</s>'): 1
('we', 'normally'): 1
('normally', 'stay'): 1
('stay', 'north'): 1
('mile', 'but'): 1
('but', 'wanted'): 1
('to', 'soldier'): 1
('soldier', "'s"): 1
("'s", 'stadium'): 1
('stadium', 'and'): 1
('art', 'insitiute'): 1
('insitiute', 'this'): 1
('suite', 'upon'): 1
('arrival', 'at'): 1
('price', 'that'): 1
('seasons', 'two'): 1
('weeks', 'earlier'): 1
('suite', '!'): 1
('huge', '.'): 1
('basic', 'living'): 1
(',', 'dining'): 1
('dining', 'room'): 1
('and', 'kitchen/wet'): 1
('kitchen/wet', 'bar'): 1
('area', 'was'): 1
('one', 'large'): 1
('<s>', 'up'): 1
('to', 'three'): 1
('three', 'additional'): 1
('additional', 'bedrooms'): 1
('bedrooms', 'can'): 1
('be', 'added'): 1
('added', 'by'): 1
('the', 'use'): 1
('use', 'of'): 1
('of', 'connecting'): 1
('connecting', 'doors'): 1
('were', 'spotlessly'): 1
('even', 'smelled'): 1
('lovely', 'soaps'): 1
('soaps', ','): 1
('of', 'large'): 1
('older', 'but'): 1
('but', 'well'): 1
('the', 'ones'): 1
('ones', 'at'): 1
('seasons', '.'): 1
('but', 'worn'): 1
('worn', 'in'): 1
('some', 'spots'): 1
('spots', '.'): 1
('was', 'fast'): 1
('fast', '.'): 1
('and', 'workout'): 1
('workout', 'areas'): 1
('a', 'burned'): 1
('burned', 'out'): 1
('out', 'lightbulb'): 1
('lightbulb', 'in'): 1
('the', 'lamps'): 1
('<s>', 'maintaince'): 1
('maintaince', 'arrived'): 1
('arrived', 'quickly'): 1
('quickly', 'with'): 1
('new', 'bulb'): 1
('bulb', '.'): 1
("n't", 'allow'): 1
('allow', 'me'): 1
('tip', 'them'): 1
('somewhat', 'slow'): 1
('slow', 'as'): 1
('been', 'sold'): 1
('move', 'a'): 1
('have', 'views'): 1
('views', 'as'): 1
('is', 'configured'): 1
('configured', 'like'): 1
('``', 'e'): 1
('e', '``'): 1
('house', 'is'): 1
('chicago', 'frequently'): 1
('frequently', 'and'): 1
('excited', 'to'): 1
('swissotel', ','): 1
('left', 'disappointed'): 1
('the', 'actual'): 1
('actual', 'hotel'): 1
('amazing', 'views'): 1
('views', ','): 1
('man', 'that'): 1
('that', 'checked'): 1
('not', 'acknowledge'): 1
('acknowledge', 'us'): 1
('until', 'he'): 1
('he', 'then'): 1
('not', 'say'): 1
('say', 'more'): 1
('than', 'five'): 1
('five', 'words'): 1
('words', ','): 1
('card', '``'): 1
('had', 'fireplaces'): 1
('fireplaces', 'and'): 1
('very', 'cozy'): 1
('hotel', 'information'): 1
('information', 'said'): 1
('it', 'closed'): 1
('2am', 'so'): 1
('at', '1230am'): 1
('1230am', 'for'): 1
('was', 'last'): 1
('full', 'and'): 1
('were', 'coming'): 1
('their', 'night'): 1
('night', 'wanting'): 1
('wanting', 'a'): 1
('``', 'but'): 1
('make', 'last'): 1
('our', 'night'): 1
('night', 'ended'): 1
('ended', 'listening'): 1
('listening', 'to'): 1
('many', 'unhappy'): 1
('unhappy', 'people'): 1
('people', 'complaining'): 1
('complaining', 'and'): 1
('and', 'receiving'): 1
('receiving', 'no'): 1
('no', 'sympathy'): 1
('sympathy', 'from'): 1
('many', 'places'): 1
('nice', 'or'): 1
('or', 'nicer'): 1
('nicer', ','): 1
('definitely', 'do'): 1
("'re", 'looking'): 1
('weekend', 'away'): 1
('employees', 'will'): 1
('will', 'ruin'): 1
('ruin', 'your'): 1
('your', 'experience'): 1
('experience', 'from'): 1
('second', 'you'): 1
('tower', 'for'): 1
('april', '2007'): 1
('2007', '.'): 1
('shopping', 'on'): 1
('the', 'golden'): 1
('golden', 'mile'): 1
('restaurant', 'at'): 1
('hotel', 'serving'): 1
('carte', 'breakfast'): 1
('breakfast', 'different'): 1
('usual', 'fare'): 1
('fare', 'and'): 1
('nice', 'french'): 1
('french', 'twist'): 1
('twist', '.'): 1
('also', 'good'): 1
('<s>', 'prices'): 1
('prices', 'are'): 1
('are', 'reasonable'): 1
('reasonable', '.'): 1
('card', 'access'): 1
('access', 'door'): 1
('door', 'lock'): 1
('lock', 'that'): 1
('that', 'usually'): 1
('usually', 'required'): 1
('required', 'several'): 1
('several', 'swipes'): 1
('swipes', 'before'): 1
('before', 'opening'): 1
('opening', '.'): 1
('the', 'bellmen'): 1
('if', 'visiting'): 1
('small', 'van'): 1
('van', 'tour'): 1
('tour', ','): 1
('however', 'early'): 1
('april', 'is'): 1
('too', 'early'): 1
('early', 'to'): 1
('chicago', 'as'): 1
('as', 'popular'): 1
('popular', 'activities'): 1
('activities', 'such'): 1
('boat', 'tour'): 1
('the', 'architecture'): 1
('architecture', 'of'): 1
('not', 'operating'): 1
('operating', 'yet'): 1
('yet', '.'): 1
('before', 'but'): 1
('time', 'around'): 1
('around', 'was'): 1
('a', 'marked'): 1
('marked', 'difference'): 1
('difference', 'in'): 1
('in', 'quality'): 1
("n't", 'rude'): 1
('just', 'incompetent'): 1
('incompetent', '.'): 1
('ordered', 'wine'): 1
('wine', 'glasses'): 1
('hotel', 'no'): 1
('longer', 'services'): 1
('services', 'a'): 1
('which', 'seemed'): 1
('really', 'cheap'): 1
('cheap', 'way'): 1
('go', 'for'): 1
('<s>', 'nonetheless'): 1
('nonetheless', ','): 1
('staff', 'brought'): 1
('us', '4'): 1
('4', 'coffee'): 1
('coffee', 'mugs'): 1
('mugs', '...'): 1
('the', 'list'): 1
('issues', 'goes'): 1
('goes', 'on'): 1
('on', 'unfortunately'): 1
('the', 'low'): 1
('low', 'grade'): 1
('grade', 'in-room'): 1
('in-room', 'movie'): 1
('movie', 'options'): 1
('options', '-'): 1
('our', 'audio'): 1
('audio', 'and'): 1
('and', 'video'): 1
('video', 'did'): 1
('not', 'sync'): 1
('sync', 'on'): 1
('our', 'rental'): 1
('rental', ';'): 1
('we', 'eventually'): 1
('eventually', 'had'): 1
('stop', 'watching'): 1
('watching', 'after'): 1
('after', '20'): 1
('clean', ';'): 1
('bathroom', 'sink'): 1
('sink', 'vent'): 1
('vent', 'holes'): 1
('holes', 'were'): 1
('were', 'black'): 1
('black', 'with'): 1
('with', 'mold'): 1
('mold', '.'): 1
('clearly', 'the'): 1
('has', 'pulled'): 1
('pulled', 'back'): 1
('on', 'not'): 1
('only', 'amenities'): 1
('but', 'training'): 1
('training', 'or'): 1
('or', 'sufficient'): 1
('sufficient', 'staff'): 1
('staff', '...'): 1
('...', 'oh'): 1
('point', 'for'): 1
('has', 'stayed'): 1
('stayed', 'the'): 1
('same', '.'): 1
('<s>', 'find'): 1
('a', 'newer'): 1
('newer', 'hotel'): 1
('been', 'meaning'): 1
('meaning', 'to'): 1
('omni', 'but'): 1
("n't", 'sure'): 1
('if', 'people'): 1
('people', 'would'): 1
('would', 'believe'): 1
('reviews', 'are'): 1
('quite', 'high'): 1
('high', '.'): 1
('but', 'about'): 1
('about', 'five'): 1
('five', 'minutes'): 1
('minutes', 'or'): 1
('was', 'all'): 1
('all', 'congested'): 1
('congested', '.'): 1
('<s>', 'thought'): 1
('been', 'from'): 1
('the', 'flight'): 1
('then', 'noticed'): 1
('noticed', 'there'): 1
('was', 'dust'): 1
('dust', 'everywhere'): 1
('and', 'worst'): 1
('worst', 'of'): 1
('air', 'vent'): 1
('was', 'literally'): 1
('literally', 'hanging'): 1
('hanging', 'off'): 1
('the', 'vent'): 1
('send', 'housekeeping'): 1
('housekeeping', 'up'): 1
('after', '30'): 1
('waiting', 'and'): 1
('and', 'noticing'): 1
('noticing', 'other'): 1
('door', 'that'): 1
("n't", 'close'): 1
('close', ','): 1
(',', 'broken'): 1
('broken', 'light'): 1
('fixtures', ','): 1
('a', 'toe'): 1
('toe', 'or'): 1
('or', 'fingernail'): 1
('fingernail', 'on'): 1
('<s>', 'broken'): 1
('broken', 'bathroom'): 1
('bathroom', 'fixtures'): 1
('fixtures', '.'): 1
('hopefully', 'the'): 1
('pictures', 'will'): 1
('will', 'show'): 1
('could', 'go'): 1
('almost', '90'): 1
('90', 'minutes'): 1
('manager', 'came'): 1
('both', 'he'): 1
('he', 'and'): 1
('and', 'head'): 1
('head', 'of'): 1
('of', 'housekeeping'): 1
('housekeeping', 'were'): 1
('``', 'shocked'): 1
('shocked', '``'): 1
('were', 'moved'): 1
('as', 'large'): 1
('large', 'as'): 1
('completely', 'booked'): 1
('told', '.'): 1
('omni', 'once'): 1
('once', 'prior'): 1
('prior', 'and'): 1
('say', 'was'): 1
('<s>', 'sad'): 1
('sad', 'to'): 1
('did', 'cut'): 1
('cut', 'the'): 1
('our', '5'): 1
('5', 'day'): 1
("n't", 'explain'): 1
('explain', 'how'): 1
('how', 'a'): 1
('this', 'caliber'): 1
('caliber', 'let'): 1
('let', 'a'): 1
('room', 'like'): 1
('this', 'pass'): 1
('pass', 'any'): 1
('any', 'inspection'): 1
('inspection', '.'): 1
('is', 'best'): 1
('hotel', 'bargin'): 1
('bargin', 'in'): 1
('chicago', 'if'): 1
('not', 'overly'): 1
('overly', 'unhappy'): 1
('unhappy', 'with'): 1
('just', 'redone'): 1
('redone', 'by'): 1
('by', 'kimpton'): 1
('hotel', 'chain'): 1
('chain', 'that'): 1
('that', 'really'): 1
('really', 'provides'): 1
('provides', 'a'): 1
('a', 'the'): 1
('the', 'sense'): 1
('sense', 'of'): 1
('of', 'escape'): 1
('escape', 'and'): 1
('fun', 'to'): 1
('a', 'location'): 1
('of', 'lasalle'): 1
('lasalle', 'and'): 1
('the', 'cadillac'): 1
('cadillac', 'theater'): 1
('star', 'resturant'): 1
('resturant', 'which'): 1
('enjoyed', 'in'): 1
('a', 'relaxed'): 1
('relaxed', 'atmosphere'): 1
('atmosphere', 'an'): 1
('amazing', 'italian'): 1
('italian', 'meal'): 1
('meal', '.'): 1
('wine', 'list'): 1
('list', 'is'): 1
('best', 'in'): 1
('city', 'of'): 1
('the', 'kimptons'): 1
('kimptons', 'have'): 1
('social', 'hour'): 1
('hour', '5'): 1
('5', 'to'): 1
('to', '6'): 1
('6', 'with'): 1
('a', 'designer'): 1
('designer', ','): 1
(',', 'kind'): 1
('of', 'london'): 1
('london', 'circa'): 1
('circa', '1968'): 1
('1968', 'couch'): 1
('couch', 'with'): 1
('a', 'fire'): 1
('fire', 'place'): 1
('place', 'nearby'): 1
('nearby', 'and'): 1
('have', 'that'): 1
('that', 'lost'): 1
('art', 'form'): 1
('form', 'of'): 1
('of', 'relaxation'): 1
('relaxation', 'with'): 1
('with', 'you'): 1
('you', 'fellow'): 1
('fellow', 'guests'): 1
('super', 'animal'): 1
('animal', 'friendly'): 1
('and', 'provide'): 1
('provide', 'complete'): 1
('complete', 'services'): 1
('services', 'to'): 1
('your', 'dog'): 1
('dog', 'if'): 1
('you', 'wish'): 1
('wish', 'to'): 1
('a', 'spa'): 1
('spa', 'here'): 1
('are', 'two'): 1
('two', 'other'): 1
('other', 'kimptons'): 1
('kimptons', 'here'): 1
('here', 'but'): 1
('money', 'the'): 1
('best', 'value'): 1
('value', 'and'): 1
('always', 'consider'): 1
('consider', 'kimptons'): 1
('kimptons', 'as'): 1
('never', 'disappoint'): 1
('disappoint', 'where'): 1
('where', 'ever'): 1
('ever', 'we'): 1
('have', 'used'): 1
('used', 'them'): 1
('better', 'for'): 1
('hallways', 'smelled'): 1
('smoke', ','): 1
(',', 'dirty'): 1
('dirty', 'elevators'): 1
('was', 'thread'): 1
('thread', 'bare'): 1
('bare', '.'): 1
('bed', 'comfortable'): 1
('so', 'musty'): 1
('musty', 'and'): 1
('old', 'smoke'): 1
('smoke', 'lingered'): 1
('lingered', '.'): 1
('any', 'allergies'): 1
('allergies', 'do'): 1
('were', 'amazed'): 1
('amazed', 'by'): 1
('the', 'breathtaking'): 1
('breathtaking', 'view'): 1
('are', 'from'): 1
('from', 'texas'): 1
('texas', 'so'): 1
('city', 'was'): 1
('...', 'rooms'): 1
('location', 'were'): 1
('lot', 'for'): 1
('quite', 'frankly'): 1
('frankly', ','): 1
('expectations', 'were'): 1
('were', 'starting'): 1
('to', 'reach'): 1
('reach', 'new'): 1
('new', 'lows'): 1
('lows', '.'): 1
('usually', 'always'): 1
('always', 'choose'): 1
('choose', 'w'): 1
('hotels', 'just'): 1
('the', 'consistency'): 1
('consistency', '('): 1
('(', 'of'): 1
('of', 'average'): 1
('hotels', ')'): 1
('affinia', 'in'): 1
('has', 'raised'): 1
('raised', 'my'): 1
('expectations', 'and'): 1
('and', 'w'): 1
('to', 'suffer'): 1
('suffer', 'in'): 1
('comparison', '.'): 1
('cleanest', 'i'): 1
('friendly', 'front-desk'): 1
('front-desk', 'staff'): 1
('towels', 'i'): 1
('ordered', 'arrived'): 1
('arrived', 'literally'): 1
('literally', 'within'): 1
('has', 'new'): 1
('new', 'equipment'): 1
('equipment', 'with'): 1
('with', 'plenty'): 1
('and', 'such'): 1
('fun', 'vibe'): 1
('vibe', '-'): 1
('-', 'without'): 1
('without', 'dark'): 1
('hallways', 'and'): 1
('to', 'thank'): 1
('other', 'reviewers'): 1
('reviewers', '-'): 1
('-', 'their'): 1
('reviews', 'led'): 1
('led', 'me'): 1
('affinia', 'and'): 1
('my', 'new'): 1
('new', '``'): 1
('``', 'chicago'): 1
('will', 'even'): 1
('even', 'lead'): 1
('lead', 'me'): 1
('the', 'manhattan'): 1
('manhattan', 'hotels'): 1
('i', 'selected'): 1
('selected', 'the'): 1
('talbott', 'after'): 1
('after', '3'): 1
('3', 'hrs'): 1
('hrs', 'comparing'): 1
('comparing', 'hotels'): 1
('hotels', 'online'): 1
('wonderful', 'experiences'): 1
('experiences', 'with'): 1
('with', 'boutiques'): 1
('boutiques', '('): 1
('(', 'monaco'): 1
(',', 'allegro'): 1
('allegro', ')'): 1
('and', 'assumed'): 1
('assumed', 'this'): 1
('be', 'comparable'): 1
('comparable', '.'): 1
('member', 'took'): 1
('took', 'roses'): 1
('roses', 'i'): 1
('i', 'bought'): 1
('bought', 'for'): 1
('and', 'arranged'): 1
('arranged', 'them'): 1
('them', 'nicely'): 1
('the', 'many'): 1
(':', 'when'): 1
('wife', 'called'): 1
('called', 'with'): 1
('question', 'on'): 1
('arrival', 'day'): 1
('the', 'agent'): 1
('agent', 'could'): 1
('find', 'no'): 1
('no', 'reservation'): 1
('reservation', '--'): 1
('--', '15'): 1
('mins', 'later'): 1
('was', 'transferred'): 1
('who', 'found'): 1
('the', 'record'): 1
('record', 'instantly'): 1
('instantly', '.'): 1
('was', 'stuffed'): 1
('stuffed', 'with'): 1
('with', 'students'): 1
('students', ';'): 1
(';', 'nobody'): 1
('nobody', 'tried'): 1
('to', 'manage'): 1
('the', 'group'): 1
('group', ','): 1
('several', 'of'): 1
('of', 'whom'): 1
('whom', 'pushed'): 1
('pushed', 'ahead'): 1
('left', 'our'): 1
('hrs', 'so'): 1
('could', 'check'): 1
('less', 'hassle'): 1
('hassle', '.'): 1
('finally', 'were'): 1
('were', 'checked'): 1
('waiting', '15'): 1
('mins', 'while'): 1
('the', 'confused'): 1
('confused', 'desk'): 1
('clerk', 'searched'): 1
('searched', 'for'): 1
('for', 'rooms'): 1
('up', 'from'): 1
('last', 'guest'): 1
('given', 'an'): 1
('and', 'uninspired'): 1
('uninspired', '.'): 1
('<s>', 'chairs'): 1
('chairs', 'are'): 1
('are', 'scuffed'): 1
('scuffed', ','): 1
(',', 'closet'): 1
('closet', 'shelves'): 1
('shelves', 'are'): 1
('are', 'bowed'): 1
('bowed', ','): 1
('conditioner', 'is'): 1
('is', 'noisy'): 1
('wall', 'lamp'): 1
('lamp', 'is'): 1
('is', 'loose'): 1
('loose', '.'): 1
('a', 'construction'): 1
('site', '.'): 1
('<s>', 'movies-on-demand'): 1
('movies-on-demand', 'are'): 1
('are', 'dated'): 1
('we', 'expect'): 1
('expect', 'this'): 1
('a', 'budget'): 1
('budget', 'hotel'): 1
('one', 'positioning'): 1
('positioning', 'itself'): 1
('itself', 'as'): 1
('as', 'elegant'): 1
('and', 'upscale'): 1
('upscale', '.'): 1
('returned', 'after'): 1
('an', 'evening'): 1
('evening', 'out'): 1
('the', 'card'): 1
('card', 'reader'): 1
('reader', 'to'): 1
('main', 'doors'): 1
('doors', 'did'): 1
('member', 'admonished'): 1
('admonished', 'us'): 1
('really', ')'): 1
('for', 'not'): 1
('not', 'using'): 1
('the', 'reader'): 1
('reader', ','): 1
('fact', 'we'): 1
('had', 'tried'): 1
('was', 'embarrassing'): 1
('embarrassing', ','): 1
('others', 'were'): 1
('were', 'standing'): 1
('to', 'access'): 1
("'s", 'wifi'): 1
('wifi', 'network'): 1
('network', ','): 1
('only', 'given'): 1
('9.95', 'upgrade'): 1
('upgrade', 'option'): 1
('option', '.'): 1
('told', 'to'): 1
('``', 'click'): 1
('click', 'past'): 1
('past', 'it'): 1
('which', 'of'): 1
('course', 'did'): 1
("n't", 'until'): 1
('until', '2'): 1
('hrs', 'later'): 1
('complimentary', 'access'): 1
('access', 'worked'): 1
('worked', '.'): 1
('are', 'pretty'): 1
('pretty', 'easygoing'): 1
('easygoing', ';'): 1
('love', 'good'): 1
('good', 'treatment'): 1
('treatment', 'and'): 1
